//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1560	1560	70	4612	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Bone Pants (1 UN)
1570	1570	70	4618	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Vine Pants (1 UN)
1580	1580	70	4619	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Silk Pants (1 UN)
1590	1590	70	4620	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Wind Pants (1 UN)
1600	1600	70	5120	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Bronze Gloves (1 UN)
1610	1610	70	5121	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Dragon Gloves (1 UN)
1620	1620	70	5125	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Leather Gloves (1 UN)
1630	1630	70	5126	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scale Gloves (1 UN)
1640	1640	70	5128	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Brass Gloves (1 UN)
1650	1650	70	5129	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Plate Gloves (1 UN)
1660	1660	70	5122	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Pad Gloves (1 UN)
1670	1670	70	5123	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Legendary Gloves (1 UN)
1680	1680	70	5124	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Bone Gloves (1 UN)
1690	1690	70	5130	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Vine Gloves (1 UN)
1700	1700	70	5131	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Silk Gloves (1 UN)
1710	1710	70	5132	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Wind Gloves (1 UN)
1720	1720	70	5632	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Bronze Boots (1 UN)
1730	1730	70	5633	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Dragon Boots (1 UN)
1740	1740	70	5637	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Leather Boots (1 UN)
1750	1750	70	5638	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scale Boots (1 UN)
1760	1760	70	5640	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Brass Boots (1 UN)
1770	1770	70	5641	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Plate Boots (1 UN)
1780	1780	70	5634	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Pad Boots (1 UN)
1790	1790	70	5635	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Legendary Boots (1 UN)
1800	1800	70	5636	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Bone Boots (1 UN)
1810	1810	70	5642	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Vine Boots (1 UN)
1820	1820	70	5643	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Silk Boots (1 UN)
1830	1830	70	5644	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Wind Boots (1 UN)
1840	1840	70	6664	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Ring of Ice (1 UN)
1850	1850	70	6665	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Ring of Poison (1 UN)
1860	1860	70	6668	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Pendant of Lighting (1 UN)
1870	1870	70	6669	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Pendant of Fire (1 UN)
1880	1880	1	6153	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Greater Fortitude (1 UN)
1890	1890	1	6154	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Greater Damage (1 UN)
1900	1900	1	6155	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Summoning (1 UN)
1910	1910	1	6156	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Rageful Blow (1 UN)
1920	1920	1	6157	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Impale (1 UN)
1930	1930	1	6158	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Greater Fortitude (1 UN)
1940	1940	1	6151	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Twisting Slash (1 UN)
1950	1950	1	6152	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Healing Orb (1 UN)
1960	1960	1	6160	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Fire Slash (1 UN)
1970	1970	1	6161	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Penetration (1 UN)
1980	1980	1	6162	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Ice Arrow (1 UN)
1990	1990	1	6163	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Orb of Death Stab (1 UN)
2000	2000	1	6165	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of FireBurst (1 UN)
2010	2010	1	6166	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Summon (1 UN)
2020	2020	1	6167	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Critical Damage (1 UN)
2030	2030	1	6168	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Electric Spark (1 UN)
2040	2040	1	7680	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Poison (1 UN)
2050	2050	1	7681	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Meteorite (1 UN)
2060	2060	1	7682	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Lighting (1 UN)
2070	2070	1	7683	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Fire Ball (1 UN)
2080	2080	1	7684	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Flame (1 UN)
2090	2090	1	7686	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Ice (1 UN)
2100	2100	1	7687	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Twister (1 UN)
2110	2110	1	7688	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Evil Spirit (1 UN)
2120	2120	1	7689	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Hellfire (1 UN)
2130	2130	1	7690	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Power Wave (1 UN)
2140	2140	1	7691	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Aqua Beam (1 UN)
2150	2150	1	7692	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Cometfall (1 UN)
2160	2160	1	7693	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Inferno (1 UN)
2170	2170	1	7694	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Teleport Ally (1 UN)
2180	2180	1	7695	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Soul Barrier (1 UN)
2190	2190	1	7696	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Decay (1 UN)
2200	2200	1	7697	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Ice Storm (1 UN)
2210	2210	1	7698	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Nova (1 UN)
2300	2300	1	7708	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Scroll of Wizardry Enhance (1 UN)
10000	10000	100	7302	0	0	0	0	0	0	0	0	255	255	255	255	255	50	0	// Bronze Set (1 UN)
end
