00:04:26 [AccountInfo] Account disconnected by clear (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:25:35 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:25:45 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:25:48 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:25:57 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:26:29 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:26:35 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:26:41 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:30:39 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:31:22 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:31:27 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:31:31 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:31:40 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:31:43 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:31:57 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:31:59 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:32:08 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:32:24 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:32:29 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:32:36 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:32:50 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:32:53 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:35:14 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:35:17 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:38:19 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:38:35 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:39:37 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:43:24 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:45:48 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:46:20 [AccountInfo] Account disconnected by clear (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:47:31 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:48:06 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:48:17 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:48:47 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:49:00 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:49:39 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:50:05 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:50:31 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:50:44 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:51:04 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:51:11 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:52:03 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:52:05 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:52:58 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:53:57 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:54:02 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:57:08 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:57:26 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:57:36 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:57:46 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:58:03 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
00:58:35 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:00:09 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:00:40 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:01:06 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:01:07 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:01:28 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:02:46 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:03:03 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:04:12 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:05:27 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:06:19 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:06:21 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:06:41 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:06:43 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:06:59 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:07:01 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:07:15 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:07:17 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:07:49 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:07:51 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:07:56 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:08:07 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:08:22 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:08:24 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:08:30 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:09:37 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:10:54 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:11:09 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:11:51 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:11:57 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:01 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:13 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:16 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:25 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:30 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:40 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:49 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:55 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:12:58 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:13:22 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:13:29 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:13:35 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:14:58 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:15:04 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:15:29 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:15:47 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:16:11 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:16:14 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:16:32 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:16:34 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:16:53 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:16:55 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:17:09 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:17:11 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:17:33 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:17:35 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:17:59 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:18:10 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:18:13 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:18:24 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:18:46 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:18:49 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:19:09 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:19:46 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:23:12 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:24:47 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:25:03 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:25:08 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:26:37 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:26:47 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:30:28 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:30:49 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:31:33 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:31:53 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:32:32 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:32:55 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:33:27 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:33:45 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:34:04 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:34:09 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:34:12 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:35:11 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:35:15 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:36:06 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:37:40 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:40:05 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:40:35 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:40:56 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:41:17 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:45:56 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:45:56 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:46:08 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:46:18 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
01:46:24 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:47:11 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:47:24 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:49:22 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:50:04 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:50:10 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:51:01 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:51:44 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:52:34 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:52:43 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:54:09 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:55:09 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:55:24 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
01:57:57 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:01:23 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:08:53 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:09:08 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:11:14 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:16:40 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:16:48 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:16:53 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:17:01 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:17:07 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:17:41 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:18:21 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:18:29 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:18:34 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:19:56 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:21:23 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:21:41 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:24:12 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:24:33 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:28:44 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:29:35 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:30:48 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:30:58 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:33:46 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:34:00 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:34:34 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:35:36 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:36:11 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:36:16 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:36:27 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:37:39 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:38:38 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:40:53 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:41:13 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:41:21 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:41:28 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:42:10 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
02:43:33 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
02:44:09 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:44:18 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
02:44:47 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:49:44 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
02:51:30 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:51:48 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:51:53 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:55:02 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:55:30 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:56:09 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:56:19 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:56:32 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
02:57:38 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:59:26 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
02:59:53 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
03:00:51 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
03:01:13 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
03:01:15 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
03:01:42 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
03:02:18 [AccountInfo] Account connected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
03:03:21 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
03:04:02 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
03:06:14 [AccountInfo] Account disconnected (Account: wall4, IpAddress: 26.89.180.238, GameServerCode: 6)
03:06:28 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
03:06:39 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
