00:08:05 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:28:34 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:33:08 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:33:28 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:43:24 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:43:52 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:46:59 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:47:24 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:50:18 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:50:28 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:58:16 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
06:58:27 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:28:01 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:28:11 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:29:48 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:30:08 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:37:11 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:37:56 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:41:06 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:42:18 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:44:43 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:45:15 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:49:06 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:49:39 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:54:09 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:54:37 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:55:34 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:55:48 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:57:26 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:57:49 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 21)
07:58:54 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 21)
07:59:03 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
07:59:56 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:00:16 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:00:41 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:01:00 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:30:00 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:30:41 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:40:04 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:40:13 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:43:48 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:44:42 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:45:58 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:46:18 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
08:47:20 [AccountInfo] Account connected (Account: hard, IpAddress: 38.43.85.93, GameServerCode: 40)
09:04:09 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 40)
09:22:56 [AccountInfo] Account disconnected (Account: hard, IpAddress: 38.43.85.93, GameServerCode: 40)
09:24:39 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:25:09 [AccountInfo] Account connected (Account: hard, IpAddress: 38.43.85.93, GameServerCode: 40)
09:25:12 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 40)
09:25:23 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 21)
09:27:18 [AccountInfo] Account disconnected (Account: hard, IpAddress: 38.43.85.93, GameServerCode: 40)
09:27:35 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 21)
09:28:01 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:28:24 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:36:28 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:36:40 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:40:49 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:40:57 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:45:17 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:46:05 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
09:46:20 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
09:48:35 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
09:48:55 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
09:55:49 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
09:56:02 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
10:08:18 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 40)
10:08:44 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
10:09:15 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
10:09:35 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
10:36:01 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.93, GameServerCode: 6)
10:40:06 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 40)
19:37:16 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 40)
20:53:02 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
20:57:25 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
20:57:34 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 21)
21:01:10 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 21)
21:01:24 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 21)
21:01:28 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 21)
21:04:47 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 21)
21:04:53 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 6)
21:05:58 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 21)
21:06:18 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 6)
21:06:25 [AccountInfo] Account connected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 6)
21:06:40 [AccountInfo] Account disconnected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 6)
21:06:44 [AccountInfo] Account connected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 40)
21:09:12 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
21:11:44 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
21:11:54 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
21:48:42 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
21:51:36 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
22:08:35 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
22:08:56 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 6)
22:26:56 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 6)
22:29:39 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 6)
22:47:15 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 6)
22:47:50 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 6)
22:53:41 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 6)
22:53:52 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
23:04:36 [AccountInfo] Account disconnected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
23:05:16 [AccountInfo] Account connected (Account: genobr, IpAddress: 206.84.39.204, GameServerCode: 40)
