00:11:06 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
16:27:18 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
16:28:03 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
16:29:30 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
16:29:46 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
16:30:56 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
16:58:24 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:20:07 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:20:10 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
17:37:28 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
17:37:50 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
17:40:26 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
17:40:36 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:40:58 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:41:06 [AccountInfo] Account connected (Account: enctype, IpAddress: 38.43.85.151, GameServerCode: 6)
17:41:53 [AccountInfo] Account disconnected (Account: enctype, IpAddress: 38.43.85.151, GameServerCode: 6)
17:41:59 [AccountInfo] Account connected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 6)
17:42:17 [AccountInfo] Account disconnected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 6)
17:42:21 [AccountInfo] Account connected (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 6)
17:42:26 [AccountInfo] Account disconnected by clear (Account: bagulhozn, IpAddress: 187.57.47.61, GameServerCode: 6)
17:42:26 [AccountInfo] Account disconnected by clear (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 6)
17:43:06 [AccountInfo] Account connected (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 6)
17:43:06 [AccountInfo] Account connected (Account: bagulhozn, IpAddress: 187.57.47.61, GameServerCode: 6)
17:43:54 [AccountInfo] Account disconnected (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 6)
17:44:03 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:45:10 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:45:34 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:46:09 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:46:31 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:46:58 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:47:15 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:47:31 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:47:50 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:48:13 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:48:48 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:49:05 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
17:49:39 [AccountInfo] Account connected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
17:49:55 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
17:50:11 [AccountInfo] Account connected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
17:50:15 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
17:55:39 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 6)
18:01:06 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 6)
18:01:47 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:01:47 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:01:54 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:01:54 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:02:02 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:02:02 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:02:07 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:02:07 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:02:20 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 6)
18:02:37 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 6)
18:03:18 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 6)
18:05:35 [AccountInfo] Account disconnected (Account: bagulhozn, IpAddress: 187.57.47.61, GameServerCode: 6)
18:05:40 [AccountInfo] Account connected (Account: bagulhozn, IpAddress: 187.57.47.61, GameServerCode: 6)
18:13:09 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 6)
18:16:52 [AccountInfo] Account disconnected (Account: bagulho, IpAddress: 187.57.47.61, GameServerCode: 21)
18:17:00 [AccountInfo] Account connected (Account: bagulho, IpAddress: 187.57.47.61, GameServerCode: 21)
18:18:19 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:18:19 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:18:21 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:18:21 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:18:45 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:18:45 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 40)
18:20:07 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
18:35:21 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
18:46:02 [AccountInfo] Account connected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
18:52:35 [AccountInfo] Account connected (Account: pesadelo11, IpAddress: 186.233.182.182, GameServerCode: 21)
18:57:04 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
18:57:07 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
18:57:28 [AccountInfo] Account connected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
19:03:20 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:04:36 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:06:27 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:07:00 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:12:53 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:15:14 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:15:36 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:16:16 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:18:39 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
19:22:19 [AccountInfo] Account connected (Account: dhyan, IpAddress: 187.65.175.202, GameServerCode: 6)
19:22:32 [AccountInfo] Account disconnected (Account: dhyan, IpAddress: 187.65.175.202, GameServerCode: 6)
19:22:35 [AccountInfo] Account connected (Account: dhyan, IpAddress: 187.65.175.202, GameServerCode: 21)
19:42:36 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
19:44:02 [AccountInfo] Account connected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
19:48:18 [AccountInfo] Account connected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 6)
19:53:14 [AccountInfo] Account disconnected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 6)
19:53:21 [AccountInfo] Account connected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 40)
20:02:43 [AccountInfo] Account disconnected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 40)
20:02:47 [AccountInfo] Account connected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 21)
20:13:27 [AccountInfo] Account disconnected (Account: pesadelo11, IpAddress: 186.233.182.182, GameServerCode: 21)
20:17:05 [AccountInfo] Account disconnected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 21)
20:17:08 [AccountInfo] Account connected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 21)
20:31:37 [AccountInfo] Account connected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
20:33:39 [AccountInfo] Account disconnected (Account: usher2, IpAddress: 45.166.4.186, GameServerCode: 21)
20:55:13 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 6)
20:55:15 [AccountInfo] Account connected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 40)
20:55:15 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 40)
20:55:16 [AccountInfo] Account connected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 40)
20:55:16 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 38.43.85.151, GameServerCode: 40)
20:55:23 [AccountInfo] Account connected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 40)
20:55:46 [AccountInfo] Account disconnected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 40)
20:56:26 [AccountInfo] Account connected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 40)
20:56:34 [AccountInfo] Account disconnected (Account: bagulho, IpAddress: 187.57.47.61, GameServerCode: 21)
20:56:38 [AccountInfo] Account connected (Account: bagulho, IpAddress: 187.57.47.61, GameServerCode: 6)
20:57:20 [AccountInfo] Account disconnected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 40)
20:57:25 [AccountInfo] Account connected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 6)
20:57:38 [AccountInfo] Account disconnected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 6)
20:57:44 [AccountInfo] Account connected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 21)
20:58:04 [AccountInfo] Account disconnected (Account: admin, IpAddress: 38.43.85.151, GameServerCode: 21)
20:58:07 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
20:59:03 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 6)
20:59:11 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
20:59:57 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:00:01 [AccountInfo] Account connected (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 21)
21:06:24 [AccountInfo] Account disconnected (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 21)
21:06:35 [AccountInfo] Account connected (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 40)
21:06:35 [AccountInfo] Account disconnected (Account: wall, IpAddress: 38.43.85.151, GameServerCode: 40)
21:06:42 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:12:55 [AccountInfo] Account connected (Account: hugo0244, IpAddress: 138.185.27.72, GameServerCode: 6)
21:13:45 [AccountInfo] Account disconnected (Account: hugo0244, IpAddress: 138.185.27.72, GameServerCode: 6)
21:14:02 [AccountInfo] Account connected (Account: hugo0244, IpAddress: 138.185.27.72, GameServerCode: 6)
21:14:22 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:14:49 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:18:24 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:18:38 [AccountInfo] Account connected (Account: nyck1533, IpAddress: 186.251.213.196, GameServerCode: 6)
21:18:43 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:19:11 [AccountInfo] Account disconnected (Account: nyck1533, IpAddress: 186.251.213.196, GameServerCode: 6)
21:19:14 [AccountInfo] Account connected (Account: nyck1533, IpAddress: 186.251.213.196, GameServerCode: 6)
21:20:15 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:20:55 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:25:44 [AccountInfo] Account disconnected (Account: bagulho, IpAddress: 187.57.47.61, GameServerCode: 6)
21:25:47 [AccountInfo] Account connected (Account: bagulho, IpAddress: 187.57.47.61, GameServerCode: 21)
21:32:52 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:33:56 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:37:17 [AccountInfo] Account disconnected (Account: hugo0244, IpAddress: 138.185.27.72, GameServerCode: 6)
21:55:33 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
21:55:54 [AccountInfo] Account connected (Account: portuga, IpAddress: 38.43.85.151, GameServerCode: 40)
22:05:48 [AccountInfo] Account disconnected (Account: bagulhozn, IpAddress: 187.57.47.61, GameServerCode: 6)
22:05:48 [AccountInfo] Account disconnected (Account: bagulho, IpAddress: 187.57.47.61, GameServerCode: 21)
22:08:17 [AccountInfo] Account disconnected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 21)
22:08:19 [AccountInfo] Account connected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 6)
22:40:11 [AccountInfo] Account connected (Account: unser123, IpAddress: 45.190.128.145, GameServerCode: 6)
22:42:31 [AccountInfo] Account disconnected (Account: unser123, IpAddress: 45.190.128.145, GameServerCode: 6)
22:48:04 [AccountInfo] Account connected (Account: unser123, IpAddress: 45.190.128.145, GameServerCode: 6)
22:50:45 [AccountInfo] Account disconnected (Account: unser123, IpAddress: 45.190.128.145, GameServerCode: 6)
23:35:08 [AccountInfo] Account disconnected (Account: nyck1533, IpAddress: 186.251.213.196, GameServerCode: 6)
