00:07:06 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
03:22:52 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
03:27:44 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
03:48:41 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
03:55:06 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
04:24:04 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
04:35:05 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
04:39:37 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
04:39:51 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
04:40:10 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
04:40:22 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
04:40:35 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
04:41:25 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
04:43:12 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
04:47:20 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
04:50:10 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
04:52:07 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
05:19:02 [AccountInfo] Account disconnected by clear (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
05:33:46 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
14:46:35 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
14:46:47 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
14:47:42 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
14:48:09 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
14:48:11 [AccountInfo] Account connected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
14:48:21 [AccountInfo] Account disconnected (Account: wall, IpAddress: 26.89.180.238, GameServerCode: 6)
14:48:25 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:49:34 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:49:57 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:50:13 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:50:44 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:51:00 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:51:20 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:56:39 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:56:58 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:57:59 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
14:58:32 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:01:38 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:03:05 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:03:19 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:20:53 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:32:27 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:32:43 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:38:59 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:39:30 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:44:01 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:44:17 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:46:27 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:46:39 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:49:23 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:49:48 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:52:02 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:52:21 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:58:41 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
15:58:57 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
16:02:34 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
16:03:07 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
16:05:09 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
16:05:20 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
17:38:30 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
17:39:12 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
17:43:23 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
17:44:05 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
17:45:36 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
17:45:49 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
18:36:10 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
18:38:24 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
18:43:16 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
18:44:54 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
18:52:44 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
18:52:57 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
19:51:35 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
19:52:14 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:20:34 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:21:19 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:24:42 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:26:24 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:30:18 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:42:37 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:50:39 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:55:08 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:56:04 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
20:56:44 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:05:17 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:05:57 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:07:32 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:10:00 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:15:09 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:17:38 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:21:23 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:22:39 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:27:22 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:29:00 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:30:27 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:32:15 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:38:51 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:39:03 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:42:52 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:43:56 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:47:53 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
21:48:33 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
22:13:16 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
22:14:12 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
22:24:59 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
22:25:24 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
22:51:23 [AccountInfo] Account disconnected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
22:51:39 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
23:09:09 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
23:13:30 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
23:50:27 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
23:51:12 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
23:52:40 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
23:55:24 [AccountInfo] Account connected (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
23:56:11 [AccountInfo] Account disconnected by clear (Account: portuga, IpAddress: 26.89.180.238, GameServerCode: 6)
